"","Avrate_OR","covariates.formula","Avrate_LCI","Avrate_UCI","Pval_first_covariate","R2m","signif","avrate.or.n"
"437",1.09018622384864,"avrate+yellowCards+weight+club+meanIAT+refCountry",0.874617805158109,1.35888612792934,0.442388236743173,0.761895445290538,"p >= .05",40
"121",1.09066563507647,"avrate+height+weight+club+age",0.866217948790586,1.37327046755104,0.460352493305422,0.312417539863436,"p >= .05",41
"249",1.09121006876848,"avrate+height+weight+club+age+meanIAT",0.866564403611209,1.37409223044424,0.457970837018449,0.312408494300251,"p >= .05",42
"561",1.09316218218801,"avrate+weight+club+victories",0.867345807175444,1.37777060392744,0.450555206036578,0.337369220296977,"p >= .05",43
"689",1.09592830842125,"avrate+weight+club+meanIAT+victories",0.869484674461637,1.38134563204663,0.437937643705725,0.337265047123669,"p >= .05",44
"123",1.09643136271284,"avrate+position+height+weight+club+age",0.869101546748892,1.38322355729009,0.43742535587569,0.316897095621683,"p >= .05",45
"251",1.09698381389624,"avrate+position+height+weight+club+age+meanIAT",0.869428310880313,1.38409742688491,0.435174284142415,0.316888989735862,"p >= .05",46
"97",1.0970703971966,"avrate+club+age",0.870878032317555,1.3820115007405,0.431631987612833,0.283738014074817,"p >= .05",47
"225",1.09739809097419,"avrate+club+age+meanIAT",0.871050077278095,1.38256410450822,0.430350622257607,0.283732716670387,"p >= .05",48
"565",1.10033920447767,"avrate+yellowCards+weight+club+victories",0.878698283820233,1.37788634301947,0.404743685414107,0.344214269484384,"p >= .05",49
"117",1.10249918074135,"avrate+yellowCards+weight+club+age",0.883722101342546,1.37543741600302,0.387234337989442,0.335579453213081,"p >= .05",50
"245",1.1025525190892,"avrate+yellowCards+weight+club+age+meanIAT",0.883651161137613,1.375680937017,0.387275076916667,0.335575576255899,"p >= .05",51
"693",1.1026807151998,"avrate+yellowCards+weight+club+meanIAT+victories",0.880486873162529,1.38094592518598,0.394573550759627,0.344107487237541,"p >= .05",52
"45",1.10292438081929,"avrate+yellowCards+height+club",0.884896785121327,1.37467127269406,0.383330485448687,0.332456568950506,"p >= .05",53
"173",1.1032555507883,"avrate+yellowCards+height+club+meanIAT",0.885044445942995,1.37526744100215,0.382162571510845,0.332433049104261,"p >= .05",54
"55",1.10452318236329,"avrate+position+yellowCards+weight+club",0.883390321685346,1.38101067040269,0.383108493770391,0.337069075723179,"p >= .05",55
"183",1.10476629142703,"avrate+position+yellowCards+weight+club+meanIAT",0.883444045044111,1.38153464899125,0.382395402894935,0.337054741616957,"p >= .05",56
"105",1.10616214332092,"avrate+height+club+age",0.879560258791808,1.39114367103978,0.388309540454244,0.286619964489105,"p >= .05",57
"233",1.10672015259535,"avrate+height+club+age+meanIAT",0.879918409688973,1.39198075943611,0.386143868397992,0.312123735739345,"p >= .05",58
"427",1.1081191051718,"avrate+position+height+club+meanIAT+refCountry",0.879200594883483,1.39664140173776,0.384549757388666,0.754153246264887,"p >= .05",59
"299",1.10811910835804,"avrate+position+height+club+refCountry",0.879200580996377,1.39664143182962,0.384549782429717,0.754153215598701,"p >= .05",60
"497",1.11118714912107,"avrate+weight+club+age+meanIAT+refCountry",0.883548495204897,1.39747494005462,0.367371589021364,0.753869385508225,"p >= .05",61
"369",1.11118715967537,"avrate+weight+club+age+refCountry",0.883548501995009,1.39747495586201,0.367371549648579,0.753869395029832,"p >= .05",62
"317",1.11147641999337,"avrate+yellowCards+height+weight+club+refCountry",0.89136105777638,1.38594772726901,0.347929573085212,0.762157231466992,"p >= .05",63
"445",1.11147642948947,"avrate+yellowCards+height+weight+club+meanIAT+refCountry",0.89136103120184,1.38594779227107,0.347929617901397,0.762157197102495,"p >= .05",64
"63",1.11178434322408,"avrate+position+yellowCards+height+weight+club",0.888804376368019,1.3907047025232,0.353494587942772,0.337236629516878,"p >= .05",65
"107",1.11201852712631,"avrate+position+height+club+age",0.882679501367567,1.40094474014213,0.367590908702889,0.31669596814177,"p >= .05",66
"191",1.1120674277804,"avrate+position+yellowCards+height+weight+club+meanIAT",0.888885058479906,1.39128670476811,0.352691531788573,0.337220230959844,"p >= .05",67
"235",1.11258554161219,"avrate+position+height+club+age+meanIAT",0.883018587700066,1.4018352553921,0.365556232349923,0.316687080095559,"p >= .05",68
"419",1.11285664513257,"avrate+position+club+meanIAT+refCountry",0.881978127050614,1.40417304537605,0.367404295447964,0.753528885100658,"p >= .05",69
"291",1.11285670448895,"avrate+position+club+refCountry",0.881978135988922,1.40417318093422,0.367404145494052,0.75352887833069,"p >= .05",70
"569",1.11330938544647,"avrate+height+weight+club+victories",0.882734072673526,1.40411232113117,0.364655853339009,0.337850491875254,"p >= .05",71
"99",1.1149553698251,"avrate+position+club+age",0.884190730464284,1.40594719427681,0.357736947221124,0.290136961235984,"p >= .05",72
"227",1.11538661728819,"avrate+position+club+age+meanIAT",0.884417759728461,1.40667381714219,0.356300545599047,0.290131676087638,"p >= .05",73
"697",1.11627844944719,"avrate+height+weight+club+meanIAT+victories",0.885032273364268,1.40794591813416,0.353008464778701,0.337742707076134,"p >= .05",74
"371",1.12049396496651,"avrate+position+weight+club+age+refCountry",0.889063672960883,1.4121673888048,0.335138811887229,0.755614486381751,"p >= .05",75
"499",1.12049400102302,"avrate+position+weight+club+age+meanIAT+refCountry",0.889063674615998,1.41216747706046,0.335138738521268,0.755614465845987,"p >= .05",76
"545",1.12122585886693,"avrate+club+victories",0.887917283369645,1.41583844592035,0.336415198915041,0.33330154081326,"p >= .05",77
"673",1.12395733592524,"avrate+club+meanIAT+victories",0.890016804872158,1.41938903407742,0.3263889485518,0.333187896927173,"p >= .05",78
"573",1.12397075175326,"avrate+yellowCards+height+weight+club+victories",0.897129945714369,1.40816863469075,0.309571309124175,0.344936037324912,"p >= .05",79
"293",1.12453405784338,"avrate+yellowCards+club+refCountry",0.899947817463049,1.40516685824577,0.30181542625452,0.76015005682605,"p >= .05",80
"421",1.12453407186453,"avrate+yellowCards+club+meanIAT+refCountry",0.899947821828337,1.40516688647025,0.301815391428119,0.760150059661467,"p >= .05",81
"625",1.1246539631392,"avrate+weight+club+age+victories",0.891468598897513,1.41883464921699,0.32173111643584,0.338624980665325,"p >= .05",82
"945",1.12618021981917,"avrate+weight+club+meanIAT+refCountry+victories",0.894657694999117,1.41761692164644,0.311541830603901,0.759041981804654,"p >= .05",83
"817",1.12618022026851,"avrate+weight+club+refCountry+victories",0.894657694886519,1.41761692295611,0.311541830082697,0.759041981544527,"p >= .05",84
"701",1.12649209576999,"avrate+yellowCards+height+weight+club+meanIAT+victories",0.899059349365005,1.41145792291525,0.30058485841533,0.344822966187914,"p >= .05",85
"753",1.12716953189818,"avrate+weight+club+age+meanIAT+victories",0.893407361635982,1.42209613239926,0.312742507478996,0.338538208943585,"p >= .05",86
"125",1.12772638118333,"avrate+yellowCards+height+weight+club+age",0.903449831683681,1.4076783748432,0.288013373098084,0.336317558284527,"p >= .05",87
"253",1.12786085278518,"avrate+yellowCards+height+weight+club+age+meanIAT",0.90343764862592,1.40803308914573,0.287823875557087,0.336309759609536,"p >= .05",88
"563",1.12839422940349,"avrate+position+weight+club+victories",0.8929605268012,1.42590125625405,0.311663916398732,0.342041451313481,"p >= .05",89
"629",1.12867931301483,"avrate+yellowCards+weight+club+age+victories",0.90042265914362,1.41479890437146,0.293689732421415,0.345147682425401,"p >= .05",90
"821",1.13018731000152,"avrate+yellowCards+weight+club+refCountry+victories",0.903324483488969,1.4140249478847,0.284365838442458,0.762056035777649,"p >= .05",91
"949",1.13018736199853,"avrate+yellowCards+weight+club+meanIAT+refCountry+victories",0.903324495201433,1.41402505966183,0.284365728418332,0.762056037308766,"p >= .05",92
"757",1.13077938501567,"avrate+yellowCards+weight+club+age+meanIAT+victories",0.902019455208263,1.41755481014673,0.286524695436769,0.345057560138436,"p >= .05",93
"119",1.13126668398196,"avrate+position+yellowCards+weight+club+age",0.904348085917034,1.41512359037043,0.280244133423299,0.339183747634198,"p >= .05",94
"247",1.13129920379544,"avrate+position+yellowCards+weight+club+age+meanIAT",0.904230231915356,1.41538940342354,0.28047367179474,0.33918354989808,"p >= .05",95
"439",1.13154841755233,"avrate+position+yellowCards+weight+club+meanIAT+refCountry",0.905220125028503,1.41446459912152,0.277737196321474,0.763174311259276,"p >= .05",96
"311",1.13154843792702,"avrate+position+yellowCards+weight+club+refCountry",0.905220121292443,1.41446465589713,0.277737173969806,0.763174296257035,"p >= .05",97
"691",1.1315839534615,"avrate+position+weight+club+meanIAT+victories",0.895411431252064,1.43004902443679,0.300660803922265,0.341938638457444,"p >= .05",98
"507",1.13166506279162,"avrate+position+height+weight+club+age+meanIAT+refCountry",0.897558790232172,1.42683223459032,0.295560886841973,0.755721388711636,"p >= .05",99
"379",1.13166507804266,"avrate+position+height+weight+club+age+refCountry",0.897558795213445,1.42683226512948,0.295560850741183,0.75572139258372,"p >= .05",100
"377",1.13228815173138,"avrate+height+weight+club+age+refCountry",0.89973946246231,1.42494189933896,0.289495157733988,0.754057282321654,"p >= .05",101
"505",1.13228818497389,"avrate+height+weight+club+age+meanIAT+refCountry",0.899739464049404,1.42494198049434,0.289495101658925,0.754057272842948,"p >= .05",102
"549",1.13260389851552,"avrate+yellowCards+club+victories",0.90229761228421,1.42169454231969,0.283018385078592,0.339387997161162,"p >= .05",103
"47",1.1330304572547,"avrate+position+yellowCards+height+club",0.907009530134618,1.41537434218169,0.27124716154178,0.336898306007735,"p >= .05",104
"175",1.133332547416,"avrate+position+yellowCards+height+club+meanIAT",0.907105450429061,1.41597943483296,0.270571710004508,0.336880467873951,"p >= .05",105
"677",1.13488672058176,"avrate+yellowCards+club+meanIAT+victories",0.904026673233812,1.4247011804924,0.275515779438044,0.339275386395987,"p >= .05",106
"229",1.13652075185245,"avrate+yellowCards+club+age+meanIAT",0.909033146378842,1.42093764626371,0.261431881975642,0.33152550402374,"p >= .05",107
"553",1.13656915098632,"avrate+height+club+victories",0.902122431054204,1.43194470119117,0.277447702709797,0.337329203791417,"p >= .05",108
"39",1.13668335589892,"avrate+position+yellowCards+club",0.908898294788712,1.42155514977391,0.261520904650949,0.335309010060534,"p >= .05",109
"101",1.13668509026531,"avrate+yellowCards+club+age",0.909288062974993,1.4209501334529,0.260603422614885,0.33151714759092,"p >= .05",110
"167",1.1368277543842,"avrate+position+yellowCards+club+meanIAT",0.908864031726662,1.42196995152614,0.261399417710535,0.33530010380493,"p >= .05",111
"429",1.13697823091972,"avrate+yellowCards+height+club+meanIAT+refCountry",0.912657908136368,1.4164337875788,0.252258298468626,0.761985519813004,"p >= .05",112
"301",1.13697824275547,"avrate+yellowCards+height+club+refCountry",0.912657905620443,1.41643382097314,0.252258288423028,0.761985514152133,"p >= .05",113
"571",1.13744847601893,"avrate+position+height+weight+club+victories",0.899675268914074,1.43806224345748,0.281760687706795,0.342215989244641,"p >= .05",114
"373",1.13754784544316,"avrate+yellowCards+weight+club+age+refCountry",0.912074736871296,1.4187599418785,0.25286559559637,0.762265267958132,"p >= .05",115
"501",1.13754792693243,"avrate+yellowCards+weight+club+age+meanIAT+refCountry",0.91207475342243,1.41876011940102,0.252865446731632,0.762265265140948,"p >= .05",116
"481",1.138064896785,"avrate+club+age+meanIAT+refCountry",0.903751813895255,1.43312764564405,0.271524866072139,0.752856266253031,"p >= .05",117
"353",1.13806493916126,"avrate+club+age+refCountry",0.903751799336336,1.43312777545698,0.271524838985856,0.75285622716103,"p >= .05",118
"681",1.1395783284638,"avrate+height+club+meanIAT+victories",0.904458843016486,1.43581853030837,0.267763711004241,0.337216008779496,"p >= .05",119
"699",1.14078043754895,"avrate+position+height+weight+club+meanIAT+victories",0.902236125715697,1.44239403588729,0.271144213769214,0.342111485204969,"p >= .05",120
"319",1.14130656688277,"avrate+position+yellowCards+height+weight+club+refCountry",0.912752913700231,1.42709013584977,0.246344568163441,0.763294154247265,"p >= .05",121
"447",1.14130657793233,"avrate+position+yellowCards+height+weight+club+meanIAT+refCountry",0.912752918904678,1.42709015534535,0.246344541974423,0.763294157854154,"p >= .05",122
"567",1.14280982989192,"avrate+position+yellowCards+weight+club+victories",0.909837222149268,1.4354373238462,0.25112244463464,0.348360535431434,"p >= .05",123
"127",1.14378463117336,"avrate+position+yellowCards+height+weight+club+age",0.91396378183597,1.43139510395082,0.240448013064523,0.339495300132719,"p >= .05",124
"255",1.14387048655863,"avrate+position+yellowCards+height+weight+club+age+meanIAT",0.913883237898354,1.43173617346225,0.240527348780287,0.339492722808675,"p >= .05",125
"695",1.14548627227747,"avrate+position+yellowCards+weight+club+meanIAT+victories",0.911865006909902,1.43896167747753,0.243145926123779,0.348252436664799,"p >= .05",126
"109",1.14609950429562,"avrate+yellowCards+height+club+age",0.919293878007796,1.42886198327923,0.225500949508961,0.335961378614442,"p >= .05",127
"237",1.14624012535358,"avrate+yellowCards+height+club+age+meanIAT",0.919284912122374,1.42922657344308,0.225362297267889,0.335952881645387,"p >= .05",128
"361",1.14640827604094,"avrate+height+club+age+refCountry",0.912034935748201,1.44101051819578,0.241639178114289,0.75398163424946,"p >= .05",129
"489",1.14640827906752,"avrate+height+club+age+meanIAT+refCountry",0.912034936738248,1.44101052424019,0.24163917221859,0.753981635086019,"p >= .05",130
"363",1.14677648098058,"avrate+position+height+club+age+refCountry",0.910795332318193,1.44389881092491,0.243983743880398,0.755657463377457,"p >= .05",131
"491",1.14677648865336,"avrate+position+height+club+age+meanIAT+refCountry",0.910795335468252,1.44389882525256,0.243983727458511,0.755657466851654,"p >= .05",132
"557",1.14782028588294,"avrate+yellowCards+height+club+victories",0.917135485302775,1.43652865884852,0.22846092853135,0.344415177484347,"p >= .05",133
"627",1.1482128346557,"avrate+position+weight+club+age+victories",0.908011426344553,1.45195608272864,0.248446814289402,0.343005633399221,"p >= .05",134
"825",1.14982153618215,"avrate+height+weight+club+refCountry+victories",0.912959513322059,1.44813602988536,0.235538435098155,0.759285896734247,"p >= .05",135
"953",1.14982154783561,"avrate+height+weight+club+meanIAT+refCountry+victories",0.912959516067264,1.44813605488468,0.235538415570875,0.759285897333518,"p >= .05",136
"633",1.14999641481914,"avrate+height+weight+club+age+victories",0.910869239005478,1.45190077506715,0.239973385701551,0.339227486097833,"p >= .05",137
"685",1.15038778865061,"avrate+yellowCards+height+club+meanIAT+victories",0.919106184135352,1.43986852348449,0.221189203836927,0.344296066027613,"p >= .05",138
"755",1.15114822596066,"avrate+position+weight+club+age+meanIAT+victories",0.910257886679897,1.45578770315932,0.239978795424492,0.342920386544234,"p >= .05",139
"355",1.15123938588762,"avrate+position+club+age+refCountry",0.91330980119005,1.45115285294428,0.233145035116494,0.755066481791638,"p >= .05",140
"483",1.15123943333578,"avrate+position+club+age+meanIAT+refCountry",0.913309817495798,1.45115294665426,0.233144945511704,0.755066494072554,"p >= .05",141
"761",1.15271506205491,"avrate+height+weight+club+age+meanIAT+victories",0.912967219151657,1.45542138470531,0.232245147035109,0.339137465355342,"p >= .05",142
"575",1.15407694680661,"avrate+position+yellowCards+height+weight+club+victories",0.918434629859541,1.45017789600786,0.218778340519313,0.348647739400337,"p >= .05",143
"609",1.15650577860523,"avrate+club+age+victories",0.915207122726365,1.46142395828707,0.223283741299752,0.335300462173624,"p >= .05",144
"819",1.1565356025673,"avrate+position+weight+club+refCountry+victories",0.916527652281727,1.45939361095736,0.220396527529701,0.76082445009529,"p >= .05",145
"947",1.15653565433991,"avrate+position+weight+club+meanIAT+refCountry+victories",0.916527649056815,1.45939374675267,0.220396481279845,0.760824424416581,"p >= .05",146
"111",1.1567283683954,"avrate+position+yellowCards+height+club+age",0.92566464886382,1.44547004132977,0.20034252567042,0.339338046399297,"p >= .05",147
"239",1.15681855093417,"avrate+position+yellowCards+height+club+age+meanIAT",0.925586018026953,1.4458182532166,0.200430505365546,0.339334849119207,"p >= .05",148
"703",1.15688173755279,"avrate+position+yellowCards+height+weight+club+meanIAT+victories",0.920561490876292,1.45386850085284,0.211303632120063,0.348536478965184,"p >= .05",149
"929",1.15705961968234,"avrate+club+meanIAT+refCountry+victories",0.917361878117058,1.45938805114443,0.218057211396175,0.757584551697079,"p >= .05",150
"801",1.1570596387985,"avrate+club+refCountry+victories",0.917361873231204,1.45938810713916,0.218057202588119,0.757584543970112,"p >= .05",151
"829",1.15711015145908,"avrate+yellowCards+height+weight+club+refCountry+victories",0.924543291726196,1.4481787003287,0.202430454471835,0.762384644343138,"p >= .05",152
"957",1.15711016352507,"avrate+yellowCards+height+weight+club+meanIAT+refCountry+victories",0.92454329301819,1.44817872850728,0.202430440383179,0.762384643146786,"p >= .05",153
"637",1.15735219500812,"avrate+yellowCards+height+weight+club+age+victories",0.922780995462884,1.45155146223857,0.206031551641401,0.345994580727281,"p >= .05",154
"737",1.15896530599013,"avrate+club+age+meanIAT+victories",0.91708632632328,1.46463919691602,0.216737612925222,0.335208858850279,"p >= .05",155
"631",1.15936393134408,"avrate+position+yellowCards+weight+club+age+victories",0.922307229287333,1.45735030868206,0.205157451281503,0.348911761573589,"p >= .05",156
"555",1.15954126004957,"avrate+position+height+club+victories",0.918403306053741,1.46399291563381,0.21335345449293,0.341889261559342,"p >= .05",157
"765",1.15962828202533,"avrate+yellowCards+height+weight+club+age+meanIAT+victories",0.924515278250704,1.45453275257649,0.200171891996611,0.345898699433699,"p >= .05",158
"231",1.15993742927528,"avrate+position+yellowCards+club+age+meanIAT",0.926960397086536,1.45146960329972,0.194644809597747,0.337715296062069,"p >= .05",159
"103",1.16001962124796,"avrate+position+yellowCards+club+age",0.927180098843406,1.45133132533675,0.19410116656858,0.33770983401381,"p >= .05",160
"503",1.16018938075618,"avrate+position+yellowCards+weight+club+age+meanIAT+refCountry",0.927664358902265,1.45099829081741,0.192914283606482,0.763383185723187,"p >= .05",161
"375",1.16018939597817,"avrate+position+yellowCards+weight+club+age+refCountry",0.927664364623176,1.45099831994404,0.192914258141034,0.763383188440097,"p >= .05",162
"1009",1.16029691949099,"avrate+weight+club+age+meanIAT+refCountry+victories",0.920810221487786,1.46206993576269,0.207488192491632,0.759171339868949,"p >= .05",163
"881",1.16029692333323,"avrate+weight+club+age+refCountry+victories",0.920810215526854,1.46206995491059,0.207488201604761,0.75917132938493,"p >= .05",164
"885",1.1611156041764,"avrate+yellowCards+weight+club+age+refCountry+victories",0.92707744401461,1.45423605650866,0.193368673492377,0.762094149633359,"p >= .05",165
"1013",1.16111560495442,"avrate+yellowCards+weight+club+age+meanIAT+refCountry+victories",0.927077445560615,1.45423605603242,0.193368669520683,0.762094151903915,"p >= .05",166
"635",1.16128493760975,"avrate+position+height+weight+club+age+victories",0.91784892099774,1.46928614880683,0.21284749724774,0.343271031712288,"p >= .05",167
"759",1.1618046506172,"avrate+position+yellowCards+weight+club+age+meanIAT+victories",0.924146685767544,1.46057987003945,0.199004816218948,0.348820067054138,"p >= .05",168
"303",1.16200248637317,"avrate+position+yellowCards+height+club+refCountry",0.930546975729685,1.45102806580897,0.185231728102691,0.763228554290001,"p >= .05",169
"431",1.16200253002427,"avrate+position+yellowCards+height+club+meanIAT+refCountry",0.930546976527895,1.45102817358122,0.185231690770524,0.763228538467095,"p >= .05",170
"547",1.16266774271593,"avrate+position+club+victories",0.919752936823008,1.46973847631464,0.207519589341721,0.340295236555047,"p >= .05",171
"683",1.16291044527933,"avrate+position+height+club+meanIAT+victories",0.92099953867625,1.46836197733986,0.20466895725781,0.341779843559407,"p >= .05",172
"763",1.16436532506343,"avrate+position+height+weight+club+age+meanIAT+victories",0.920207739765048,1.47330494150835,0.2050122638863,0.343184118576959,"p >= .05",173
"613",1.16505168701345,"avrate+yellowCards+club+age+victories",0.927392166173038,1.46361537537468,0.189387678034546,0.341007220282759,"p >= .05",174
"805",1.16548621619388,"avrate+yellowCards+club+refCountry+victories",0.929224335932786,1.46181935579029,0.185206881596774,0.760357980763419,"p >= .05",175
"933",1.16548627607056,"avrate+yellowCards+club+meanIAT+refCountry+victories",0.929224305534504,1.4618195538132,0.185206897286861,0.760357945216875,"p >= .05",176
"509",1.16582134259382,"avrate+yellowCards+height+weight+club+age+meanIAT+refCountry",0.934384224912763,1.45458299338706,0.174187528148339,0.762587832528202,"p >= .05",177
"381",1.16582135260335,"avrate+yellowCards+height+weight+club+age+refCountry",0.934384226370325,1.45458301609561,0.17418751772108,0.762587831499359,"p >= .05",178
"675",1.16590373953976,"avrate+position+club+meanIAT+victories",0.922228388642336,1.47396409242395,0.199436953527957,0.340183829046842,"p >= .05",179
"741",1.16705523425718,"avrate+yellowCards+club+age+meanIAT+victories",0.92889626050381,1.46627559795359,0.184645743681606,0.340916259578161,"p >= .05",180
"295",1.16741687566536,"avrate+position+yellowCards+club+refCountry",0.933610034987967,1.45977668460455,0.174619431933788,0.762526840147181,"p >= .05",181
"423",1.16741693042697,"avrate+position+yellowCards+club+meanIAT+refCountry",0.933610054367764,1.45977679125409,0.174619351748047,0.762526848781168,"p >= .05",182
"617",1.16753976053854,"avrate+height+club+age+victories",0.926008834953502,1.47206920818075,0.190229482048633,0.338947444997984,"p >= .05",183
"951",1.16760496436664,"avrate+position+yellowCards+weight+club+meanIAT+refCountry+victories",0.930441242368042,1.46522025328962,0.181023861863035,0.763411849763279,"p >= .05",184
"823",1.16760496959231,"avrate+position+yellowCards+weight+club+refCountry+victories",0.930441235178267,1.46522027772712,0.181023872709395,0.763411836243261,"p >= .05",185
"827",1.16854226114399,"avrate+position+height+weight+club+refCountry+victories",0.925711423228396,1.47507201684668,0.190030350835832,0.760947130209024,"p >= .05",186
"955",1.16854228680465,"avrate+position+height+weight+club+meanIAT+refCountry+victories",0.925711427255264,1.47507207521389,0.190030321864068,0.760947127237065,"p >= .05",187
"745",1.17028732072418,"avrate+height+club+age+meanIAT+victories",0.928133022442364,1.47562082151089,0.183703515094328,0.338855086749828,"p >= .05",188
"809",1.17181188879677,"avrate+height+club+refCountry+victories",0.931415400077453,1.47425423995704,0.175910525751667,0.759168935026254,"p >= .05",189
"937",1.17181194361417,"avrate+height+club+meanIAT+refCountry+victories",0.931415393127997,1.47425438888803,0.175910500340474,0.759168916849848,"p >= .05",190
"559",1.17352988050131,"avrate+position+yellowCards+height+club+victories",0.935248155128857,1.47252082014496,0.167015198977203,0.348397314906279,"p >= .05",191
"639",1.17435980677049,"avrate+position+yellowCards+height+weight+club+age+victories",0.933818607547657,1.47686172090724,0.16931171091714,0.349291052939036,"p >= .05",192
