"","name","value"
"186","Position",0.0466173027040851
"187","Yellow_Cards",0.0466173027040851
"188","Height",0.0466173027040851
"189","Weight",0.0466173027040851
"190","Age",0.0465187801753383
"191","Mean_IAT",0.0384757649514744
"192","Victories",0.0520867607094353
"193","Skin_Tone",0.0183524113129782
"194","Position",0.0259463637130208
"195","Yellow_Cards",0.0370234703956278
"196","Height",0.0173028149613662
"197","Weight",0.0173028149613662
"198","Age",0.0173028149613662
"199","Mean_IAT",0.00307812874607167
"200","Victories",0.0351014050966766
"201","Skin_Tone",0.0273643433469063
"202","Position",0.0273643433469063
"203","Yellow_Cards",0.0387819189872342
"204","Height",0.0186600678708348
"205","Weight",0.0186600678708348
"206","Age",0.0186600678708348
"207","Mean_IAT",0.00386135701629851
"208","Victories",0.0366803599191183
"209","Skin_Tone",0.0387819189872342
"210","Position",0.0444559063531852
"211","Yellow_Cards",0.0444559063531852
"212","Height",0.0259585848449461
"213","Weight",0.0259585848449461
"214","Age",0.0259585848449461
"215","Mean_IAT",0.0127069762840244
"216","Victories",0.0444665718689023
"217","Skin_Tone",0.0465187801753383
"218","Position",0.0465187801753383
"219","Yellow_Cards",0.0465187801753383
"220","Height",0.0273959867336289
"221","Weight",0.0273959867336289
"222","Age",0.0273959867336289
"223","Mean_IAT",0.0138074861992487
"224","Victories",0.0463761425423993
"225","Skin_Tone",0.0186600678708348
"226","Position",0.0259585848449461
"227","Yellow_Cards",0.037507363938621
"228","Height",0.037507363938621
"229","Weight",0.037507363938621
"230","Age",0.037507363938621
"231","Mean_IAT",0.0279209725098385
"232","Victories",0.0412427662582314
"233","Skin_Tone",0.0273959867336289
"234","Position",0.0273959867336289
"235","Yellow_Cards",0.0394282470383782
"236","Height",0.0394282470383782
"237","Weight",0.0394282470383782
"238","Age",0.0394282470383782
"239","Mean_IAT",0.0293636518008771
"240","Victories",0.0430399592484762
"241","Skin_Tone",0.0394282470383782
"242","Position",0.0445160747399599
"243","Yellow_Cards",0.0445160747399599
"244","Height",0.0445160747399599
"245","Weight",0.0445160747399599
"246","Age",0.0445160747399599
"247","Mean_IAT",0.0365459910336965
"248","Victories",0.0499087914788465
"249","Skin_Tone",0.0466308365352031
"250","Position",0.0466308365352031
"251","Yellow_Cards",0.0466308365352031
"252","Height",0.0466308365352031
"253","Weight",0.0466308365352031
"254","Age",0.0466308365352031
"255","Mean_IAT",0.0384854857698323
"256","Victories",0.0521301408443005
"257","Skin_Tone",0.000804359777004736
"258","Position",0.0118939690001574
"259","Yellow_Cards",0.0240472068215256
"260","Height",0.00234024837611785
"261","Weight",0.00234024837611785
"262","Age",0.0161352404322968
"263","Mean_IAT",0.0161352404322968
"264","Victories",0.0406213167284826
"265","Skin_Tone",0.0130495571909407
"266","Position",0.0130495571909407
"267","Yellow_Cards",0.0253720031492651
"268","Height",0.00320027587480985
"269","Weight",0.00320027587480985
"270","Age",0.017430523919469
"271","Mean_IAT",0.017430523919469
"272","Victories",0.0424723892748607
"273","Skin_Tone",0.0253720031492651
"274","Position",0.0358942366697013
"275","Yellow_Cards",0.0358942366697013
"276","Height",0.0121665003334846
"277","Weight",0.0121665003334846
"278","Age",0.0257407274660609
"279","Mean_IAT",0.0257407274660609
"280","Victories",0.0502821095348058
"281","Skin_Tone",0.0378674875664476
"282","Position",0.0378674875664476
"283","Yellow_Cards",0.0378674875664476
"284","Height",0.0133470791620435
"285","Weight",0.0133470791620435
"286","Age",0.0272092060675221
"287","Mean_IAT",0.0272092060675221
"288","Victories",0.0523703886676382
"289","Skin_Tone",0.00320027587480985
"290","Position",0.0121665003334846
"291","Yellow_Cards",0.0272939550725206
"292","Height",0.0272939550725206
"293","Weight",0.0272939550725206
"294","Age",0.0351786982605361
"295","Mean_IAT",0.0351786982605361
"296","Victories",0.0453371365910095
"297","Skin_Tone",0.0133470791620435
"298","Position",0.0133470791620435
"299","Yellow_Cards",0.0288424394086755
"300","Height",0.0288424394086755
"301","Weight",0.0288424394086755
"302","Age",0.036981810399066
"303","Mean_IAT",0.036981810399066
"304","Victories",0.0473494409740246
"305","Skin_Tone",0.0288424394086755
"306","Position",0.0362532500489173
"307","Yellow_Cards",0.0362532500489173
"308","Height",0.0362532500489173
"309","Weight",0.0362532500489173
"310","Age",0.0441614388962641
"311","Mean_IAT",0.0441614388962641
"312","Victories",0.0546320223623665
"313","Skin_Tone",0.0382756410955248
"314","Position",0.0382756410955248
"315","Yellow_Cards",0.0382756410955248
"316","Height",0.0382756410955248
"317","Weight",0.0382756410955248
"318","Age",0.0462766843954485
"319","Mean_IAT",0.0462766843954485
"320","Victories",0.0569609376995114
"321","Skin_Tone",0.00375283899024151
"322","Position",0.0126739293724957
"323","Yellow_Cards",0.0276447473519923
"324","Height",0.00307812874607167
"325","Weight",0.00307812874607167
"326","Age",0.0173351430917067
"327","Mean_IAT",0.0173351430917067
"328","Victories",0.0421112819253967
"329","Skin_Tone",0.0137921816688756
"330","Position",0.0137921816688756
"331","Yellow_Cards",0.0289751982945172
"332","Height",0.00386135701629851
"333","Weight",0.00386135701629851
"334","Age",0.0187434172358112
"335","Mean_IAT",0.0187434172358112
"336","Victories",0.0441198940017845
"337","Skin_Tone",0.0289751982945172
"338","Position",0.0365465590078201
"339","Yellow_Cards",0.0365465590078201
"340","Height",0.0127069762840244
"341","Weight",0.0127069762840244
"342","Age",0.0259644388366606
"343","Mean_IAT",0.0259644388366606
"344","Victories",0.05055390284547
"345","Skin_Tone",0.0384757649514744
"346","Position",0.0384757649514744
"347","Yellow_Cards",0.0384757649514744
"348","Height",0.0138074861992487
"349","Weight",0.0138074861992487
"350","Age",0.0274539959786894
"351","Mean_IAT",0.0274539959786894
"352","Victories",0.0526762693018514
"353","Skin_Tone",0.00386135701629851
"354","Position",0.0127069762840244
"355","Yellow_Cards",0.0279209725098385
"356","Height",0.0279209725098385
"357","Weight",0.0279209725098385
"358","Age",0.0374379904348344
"359","Mean_IAT",0.0374379904348344
"360","Victories",0.0475047224823982
"361","Skin_Tone",0.0138074861992487
"362","Position",0.0138074861992487
"363","Yellow_Cards",0.0293636518008771
"364","Height",0.0293636518008771
"365","Weight",0.0293636518008771
"366","Age",0.0394258571120395
"367","Mean_IAT",0.0394258571120395
"368","Victories",0.0497162719614528
"369","Skin_Tone",0.0293636518008771
"370","Position",0.0365459910336965
"371","Yellow_Cards",0.0365459910336965
"372","Height",0.0365459910336965
"373","Weight",0.0365459910336965
"374","Age",0.0445025373511763
"375","Mean_IAT",0.0445025373511763
"376","Victories",0.0549977426514773
"377","Skin_Tone",0.0384854857698323
"378","Position",0.0384854857698323
"379","Yellow_Cards",0.0384854857698323
"380","Height",0.0384854857698323
"381","Weight",0.0384854857698323
"382","Age",0.0466608554002282
"383","Mean_IAT",0.0466608554002282
"384","Victories",0.0573733654412646
"385","Skin_Tone",0.017430523919469
"386","Position",0.0257407274660609
"387","Yellow_Cards",0.0351786982605361
"388","Height",0.0173351430917067
"389","Weight",0.0173351430917067
"390","Age",0.0171757094292421
"391","Mean_IAT",0.0171757094292421
"392","Victories",0.0418201781447501
"393","Skin_Tone",0.0272092060675221
"394","Position",0.0272092060675221
"395","Yellow_Cards",0.036981810399066
"396","Height",0.0187434172358112
"397","Weight",0.0187434172358112
"398","Age",0.0184611295399071
"399","Mean_IAT",0.0184611295399071
"400","Victories",0.0436514496404065
"401","Skin_Tone",0.036981810399066
"402","Position",0.0441614388962641
"403","Yellow_Cards",0.0441614388962641
"404","Height",0.0259644388366606
"405","Weight",0.0259644388366606
"406","Age",0.0260286654040748
"407","Mean_IAT",0.0260286654040748
"408","Victories",0.0505594978494916
"409","Skin_Tone",0.0462766843954485
"410","Position",0.0462766843954485
"411","Yellow_Cards",0.0462766843954485
"412","Height",0.0274539959786894
"413","Weight",0.0274539959786894
"414","Age",0.0274632751371286
"415","Mean_IAT",0.0274632751371286
"416","Victories",0.0526052818283352
"417","Skin_Tone",0.0187434172358112
"418","Position",0.0259644388366606
"419","Yellow_Cards",0.0374379904348344
"420","Height",0.0374379904348344
"421","Weight",0.0374379904348344
"422","Age",0.0370532225992904
"423","Mean_IAT",0.0370532225992904
"424","Victories",0.0470402875640601
"425","Skin_Tone",0.0274539959786894
"426","Position",0.0274539959786894
"427","Yellow_Cards",0.0394258571120395
"428","Height",0.0394258571120395
"429","Weight",0.0394258571120395
"430","Age",0.0388265423720906
"431","Mean_IAT",0.0388265423720906
"432","Victories",0.0490230949567839
"433","Skin_Tone",0.0394258571120395
"434","Position",0.0445025373511763
"435","Yellow_Cards",0.0445025373511763
"436","Height",0.0445025373511763
"437","Weight",0.0445025373511763
"438","Age",0.0444815965197008
"439","Mean_IAT",0.0444815965197008
"440","Victories",0.0549405538653317
"441","Skin_Tone",0.0466608554002282
"442","Position",0.0466608554002282
"443","Yellow_Cards",0.0466608554002282
"444","Height",0.0466608554002282
"445","Weight",0.0466608554002282
"446","Age",0.0465593622259875
"447","Mean_IAT",0.0465593622259875
"448","Victories",0.0572256178710189
"449","Skin_Tone",0.0184611295399071
"450","Position",0.0260286654040748
"451","Yellow_Cards",0.0370532225992904
"452","Height",0.0174005734108166
"453","Weight",0.0174005734108166
"454","Age",0.0174005734108166
"455","Mean_IAT",0.0174005734108166
"456","Victories",0.0421574900324898
"457","Skin_Tone",0.0274632751371286
"458","Position",0.0274632751371286
"459","Yellow_Cards",0.0388265423720906
"460","Height",0.0187752171114431
"461","Weight",0.0187752171114431
"462","Age",0.0187752171114431
"463","Mean_IAT",0.0187752171114431
"464","Victories",0.0441279246651168
"465","Skin_Tone",0.0388265423720906
"466","Position",0.0444815965197008
"467","Yellow_Cards",0.0444815965197008
"468","Height",0.0260420897644681
"469","Weight",0.0260420897644681
"470","Age",0.0260420897644681
"471","Mean_IAT",0.0260420897644681
"472","Victories",0.0505987363664749
"473","Skin_Tone",0.0465593622259875
"474","Position",0.0465593622259875
"475","Yellow_Cards",0.0465593622259875
"476","Height",0.0274968211233511
"477","Weight",0.0274968211233511
"478","Age",0.0274968211233511
"479","Mean_IAT",0.0274968211233511
"480","Victories",0.0526875048280417
"481","Skin_Tone",0.0187752171114431
"482","Position",0.0260420897644681
"483","Yellow_Cards",0.0375410454503636
"484","Height",0.0375410454503636
"485","Weight",0.0375410454503636
"486","Age",0.0375410454503636
"487","Mean_IAT",0.0375410454503636
"488","Victories",0.0475670162522123
"489","Skin_Tone",0.0274968211233511
"490","Position",0.0274968211233511
"491","Yellow_Cards",0.0394788545852362
"492","Height",0.0394788545852362
"493","Weight",0.0394788545852362
"494","Age",0.0394788545852362
"495","Mean_IAT",0.0394788545852362
"496","Victories",0.0497341674779109
"497","Skin_Tone",0.0394788545852362
"498","Position",0.0445431796466935
"499","Yellow_Cards",0.0445431796466935
"500","Height",0.0445431796466935
"501","Weight",0.0445431796466935
"502","Age",0.0445431796466935
"503","Mean_IAT",0.0445431796466935
"504","Victories",0.0550248876568545
"505","Skin_Tone",0.0466739819866546
"506","Position",0.0466739819866546
"507","Yellow_Cards",0.0466739819866546
"508","Height",0.0466739819866546
"509","Weight",0.0466739819866546
"510","Age",0.0466739819866546
"511","Mean_IAT",0.0466739819866546
"512","Victories",0.0573758295672969
"513","Skin_Tone",0.0339582020686506
"514","Position",0.0439158054019627
"515","Yellow_Cards",0.0378910390076964
"516","Height",0.0347018185010345
"517","Weight",0.0347018185010345
"518","Age",0.0406213167284826
"519","Mean_IAT",0.0326007521468041
"520","Victories",0.0326007521468041
"521","Skin_Tone",0.0458639659366133
"522","Position",0.0458639659366133
"523","Yellow_Cards",0.0395402570496432
"524","Height",0.0363672234288494
"525","Weight",0.0363672234288494
"526","Age",0.0424723892748607
"527","Mean_IAT",0.0340747311499512
"528","Victories",0.0340747311499512
"529","Skin_Tone",0.0395402570496432
"530","Position",0.0493415613047255
"531","Yellow_Cards",0.0493415613047255
"532","Height",0.044209287094813
"533","Weight",0.044209287094813
"534","Age",0.0502821095348058
"535","Mean_IAT",0.0440457041965076
"536","Victories",0.0440457041965076
"537","Skin_Tone",0.0515812185913386
"538","Position",0.0515812185913386
"539","Yellow_Cards",0.0515812185913386
"540","Height",0.0461962229793958
"541","Weight",0.0461962229793958
"542","Age",0.0523703886676382
"543","Mean_IAT",0.0460062507293195
"544","Victories",0.0460062507293195
"545","Skin_Tone",0.0363672234288494
"546","Position",0.044209287094813
"547","Yellow_Cards",0.0408445132373429
"548","Height",0.0408445132373429
"549","Weight",0.0408445132373429
"550","Age",0.0453371365910095
"551","Mean_IAT",0.0379832286779691
"552","Victories",0.0379832286779691
"553","Skin_Tone",0.0461962229793958
"554","Position",0.0461962229793958
"555","Yellow_Cards",0.0427374350066204
"556","Height",0.0427374350066204
"557","Weight",0.0427374350066204
"558","Age",0.0473494409740246
"559","Mean_IAT",0.0396507478211547
"560","Victories",0.0396507478211547
"561","Skin_Tone",0.0427374350066204
"562","Position",0.0497265674456324
"563","Yellow_Cards",0.0497265674456324
"564","Height",0.0497265674456324
"565","Weight",0.0497265674456324
"566","Age",0.0546320223623665
"567","Mean_IAT",0.0494533632873603
"568","Victories",0.0494533632873603
"569","Skin_Tone",0.052018842919491
"570","Position",0.052018842919491
"571","Yellow_Cards",0.052018842919491
"572","Height",0.052018842919491
"573","Weight",0.052018842919491
"574","Age",0.0569609376995114
"575","Mean_IAT",0.0517165745618883
"576","Victories",0.0517165745618883
"577","Skin_Tone",0.0363954343896413
"578","Position",0.0444676133344578
"579","Yellow_Cards",0.0408922575598724
"580","Height",0.0351014050966766
"581","Weight",0.0351014050966766
"582","Age",0.0421112819253967
"583","Mean_IAT",0.0348302739175492
"584","Victories",0.0348302739175492
"585","Skin_Tone",0.0463695861600719
"586","Position",0.0463695861600719
"587","Yellow_Cards",0.0425470973746027
"588","Height",0.0366803599191183
"589","Weight",0.0366803599191183
"590","Age",0.0441198940017845
"591","Mean_IAT",0.0365030168496989
"592","Victories",0.0365030168496989
"593","Skin_Tone",0.0425470973746027
"594","Position",0.0498965480961642
"595","Yellow_Cards",0.0498965480961642
"596","Height",0.0444665718689023
"597","Weight",0.0444665718689023
"598","Age",0.05055390284547
"599","Mean_IAT",0.0443446128247661
"600","Victories",0.0443446128247661
"601","Skin_Tone",0.0520867607094353
"602","Position",0.0520867607094353
"603","Yellow_Cards",0.0520867607094353
"604","Height",0.0463761425423993
"605","Weight",0.0463761425423993
"606","Age",0.0526762693018514
"607","Mean_IAT",0.0463427711633251
"608","Victories",0.0463427711633251
"609","Skin_Tone",0.0366803599191183
"610","Position",0.0444665718689023
"611","Yellow_Cards",0.0412427662582314
"612","Height",0.0412427662582314
"613","Weight",0.0412427662582314
"614","Age",0.0475047224823982
"615","Mean_IAT",0.0409609974163268
"616","Victories",0.0409609974163268
"617","Skin_Tone",0.0463761425423993
"618","Position",0.0463761425423993
"619","Yellow_Cards",0.0430399592484762
"620","Height",0.0430399592484762
"621","Weight",0.0430399592484762
"622","Age",0.0497162719614528
"623","Mean_IAT",0.0428733507532287
"624","Victories",0.0428733507532287
"625","Skin_Tone",0.0430399592484762
"626","Position",0.0499087914788465
"627","Yellow_Cards",0.0499087914788465
"628","Height",0.0499087914788465
"629","Weight",0.0499087914788465
"630","Age",0.0549977426514773
"631","Mean_IAT",0.0498474952618173
"632","Victories",0.0498474952618173
"633","Skin_Tone",0.0521301408443005
"634","Position",0.0521301408443005
"635","Yellow_Cards",0.0521301408443005
"636","Height",0.0521301408443005
"637","Weight",0.0521301408443005
"638","Age",0.0573733654412646
"639","Mean_IAT",0.0521636416338783
"640","Victories",0.0521636416338783
"641","Skin_Tone",0.0424723892748607
"642","Position",0.0502821095348058
"643","Yellow_Cards",0.0453371365910095
"644","Height",0.0421112819253967
"645","Weight",0.0421112819253967
"646","Age",0.0418201781447501
"647","Mean_IAT",0.0350369833039622
"648","Victories",0.0350369833039622
"649","Skin_Tone",0.0523703886676382
"650","Position",0.0523703886676382
"651","Yellow_Cards",0.0473494409740246
"652","Height",0.0441198940017845
"653","Weight",0.0441198940017845
"654","Age",0.0436514496404065
"655","Mean_IAT",0.0365256197664716
"656","Victories",0.0365256197664716
"657","Skin_Tone",0.0473494409740246
"658","Position",0.0546320223623665
"659","Yellow_Cards",0.0546320223623665
"660","Height",0.05055390284547
"661","Weight",0.05055390284547
"662","Age",0.0505594978494916
"663","Mean_IAT",0.0446011572531935
"664","Victories",0.0446011572531935
"665","Skin_Tone",0.0569609376995114
"666","Position",0.0569609376995114
"667","Yellow_Cards",0.0569609376995114
"668","Height",0.0526762693018514
"669","Weight",0.0526762693018514
"670","Age",0.0526052818283352
"671","Mean_IAT",0.0465140300271955
"672","Victories",0.0465140300271955
"673","Skin_Tone",0.0441198940017845
"674","Position",0.05055390284547
"675","Yellow_Cards",0.0475047224823982
"676","Height",0.0475047224823982
"677","Weight",0.0475047224823982
"678","Age",0.0470402875640601
"679","Mean_IAT",0.0410017459823509
"680","Victories",0.0410017459823509
"681","Skin_Tone",0.0526762693018514
"682","Position",0.0526762693018514
"683","Yellow_Cards",0.0497162719614528
"684","Height",0.0497162719614528
"685","Weight",0.0497162719614528
"686","Age",0.0490230949567839
"687","Mean_IAT",0.0426737743963023
"688","Victories",0.0426737743963023
"689","Skin_Tone",0.0497162719614528
"690","Position",0.0549977426514773
"691","Yellow_Cards",0.0549977426514773
"692","Height",0.0549977426514773
"693","Weight",0.0549977426514773
"694","Age",0.0549405538653317
"695","Mean_IAT",0.0500143300611379
"696","Victories",0.0500143300611379
"697","Skin_Tone",0.0573733654412646
"698","Position",0.0573733654412646
"699","Yellow_Cards",0.0573733654412646
"700","Height",0.0573733654412646
"701","Weight",0.0573733654412646
"702","Age",0.0572256178710189
"703","Mean_IAT",0.0522269918158659
"704","Victories",0.0522269918158659
"705","Skin_Tone",0.0436514496404065
"706","Position",0.0505594978494916
"707","Yellow_Cards",0.0470402875640601
"708","Height",0.0421574900324898
"709","Weight",0.0421574900324898
"710","Age",0.0421574900324898
"711","Mean_IAT",0.0352285499005512
"712","Victories",0.0352285499005512
"713","Skin_Tone",0.0526052818283352
"714","Position",0.0526052818283352
"715","Yellow_Cards",0.0490230949567839
"716","Height",0.0441279246651168
"717","Weight",0.0441279246651168
"718","Age",0.0441279246651168
"719","Mean_IAT",0.0368151536035757
"720","Victories",0.0368151536035757
"721","Skin_Tone",0.0490230949567839
"722","Position",0.0549405538653317
"723","Yellow_Cards",0.0549405538653317
"724","Height",0.0505987363664749
"725","Weight",0.0505987363664749
"726","Age",0.0505987363664749
"727","Mean_IAT",0.0445990937753468
"728","Victories",0.0445990937753468
"729","Skin_Tone",0.0572256178710189
"730","Position",0.0572256178710189
"731","Yellow_Cards",0.0572256178710189
"732","Height",0.0526875048280417
"733","Weight",0.0526875048280417
"734","Age",0.0526875048280417
"735","Mean_IAT",0.0465202470887437
"736","Victories",0.0465202470887437
"737","Skin_Tone",0.0441279246651168
"738","Position",0.0505987363664749
"739","Yellow_Cards",0.0475670162522123
"740","Height",0.0475670162522123
"741","Weight",0.0475670162522123
"742","Age",0.0475670162522123
"743","Mean_IAT",0.0413576629720033
"744","Victories",0.0413576629720033
"745","Skin_Tone",0.0526875048280417
"746","Position",0.0526875048280417
"747","Yellow_Cards",0.0497341674779109
"748","Height",0.0497341674779109
"749","Weight",0.0497341674779109
"750","Age",0.0497341674779109
"751","Mean_IAT",0.0431740981929035
"752","Victories",0.0431740981929035
"753","Skin_Tone",0.0497341674779109
"754","Position",0.0550248876568545
"755","Yellow_Cards",0.0550248876568545
"756","Height",0.0550248876568545
"757","Weight",0.0550248876568545
"758","Age",0.0550248876568545
"759","Mean_IAT",0.0500275424971746
"760","Victories",0.0500275424971746
"761","Skin_Tone",0.0573758295672969
"762","Position",0.0573758295672969
"763","Yellow_Cards",0.0573758295672969
"764","Height",0.0573758295672969
"765","Weight",0.0573758295672969
"766","Age",0.0573758295672969
"767","Mean_IAT",0.0522727994651743
"768","Victories",0.0522727994651743
"769","Skin_Tone",0.0340747311499512
"770","Position",0.0440457041965076
"771","Yellow_Cards",0.0379832286779691
"772","Height",0.0348302739175492
"773","Weight",0.0348302739175492
"774","Age",0.0407425571320815
"775","Mean_IAT",0.0407425571320815
"776","Victories",0.0407425571320815
"777","Skin_Tone",0.0460062507293195
"778","Position",0.0460062507293195
"779","Yellow_Cards",0.0396507478211547
"780","Height",0.0365030168496989
"781","Weight",0.0365030168496989
"782","Age",0.0426147303923271
"783","Mean_IAT",0.0426147303923271
"784","Victories",0.0426147303923271
"785","Skin_Tone",0.0396507478211547
"786","Position",0.0494533632873603
"787","Yellow_Cards",0.0494533632873603
"788","Height",0.0443446128247661
"789","Weight",0.0443446128247661
"790","Age",0.0504152045840852
"791","Mean_IAT",0.0504152045840852
"792","Victories",0.0504152045840852
"793","Skin_Tone",0.0517165745618883
"794","Position",0.0517165745618883
"795","Yellow_Cards",0.0517165745618883
"796","Height",0.0463427711633251
"797","Weight",0.0463427711633251
"798","Age",0.0525248674074252
"799","Mean_IAT",0.0525248674074252
"800","Victories",0.0525248674074252
"801","Skin_Tone",0.0365030168496989
"802","Position",0.0443446128247661
"803","Yellow_Cards",0.0409609974163268
"804","Height",0.0409609974163268
"805","Weight",0.0409609974163268
"806","Age",0.0454356567459017
"807","Mean_IAT",0.0454356567459017
"808","Victories",0.0454356567459017
"809","Skin_Tone",0.0463427711633251
"810","Position",0.0463427711633251
"811","Yellow_Cards",0.0428733507532287
"812","Height",0.0428733507532287
